provider_code	provider_name	dataset_code	dataset_name	nb_series
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kkiyo-jg	Final expenditures of households - Contributions to Percent Change in GDP - Real - Original Series (Year-over-Year) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kkiyo-jk	Final expenditures of households - Contributions to Percent Change in GDP - Real - Seasonally Adjusted Series (Quarter-to-Quarter) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kkiyo-mcy	Final expenditures of households - Contributions to Percent Change in GDP - Nominal - Calendar Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kkiyo-mfy	Final expenditures of households - Contributions to Percent Change in GDP - Nominal - Fiscal Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kkiyo-mg	Final expenditures of households - Contributions to Percent Change in GDP - Nominal - Original Series (Year-over-Year) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kkiyo-mk	Final expenditures of households - Contributions to Percent Change in GDP - Nominal - Seasonally Adjusted Series (Quarter-to-Quarter) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	knritu-jk	Final expenditures of households - Percent Change - Real - Seasonally Adjusted Series (Quarter-to-Quarter - Annualized) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	knritu-mk	Final expenditures of households - Percent Change - Nominal - Seasonally Adjusted Series (Quarter-to-Quarter - Annualized) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	krdef-cy	Final expenditures of households - Deflators - Percent change - Calendar Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	krdef-fy	Final expenditures of households - Deflators - Percent change - Fiscal Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	krdef-q	Final expenditures of households - Deflators - Percent change - Original Series (Year-over-Year) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kritu-jcy	Final expenditures of households - Percent Change - Real - Calendar Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kritu-jfy	Final expenditures of households - Percent Change - Real - Fiscal Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kritu-jg	Final expenditures of households - Percent Change - Real - Original Series (Year-over-Year) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kritu-jk	Final expenditures of households - Percent Change - Real - Seasonally Adjusted Series (Quarter-to-Quarter) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kritu-mcy	Final expenditures of households - Percent Change - Nominal - Calendar Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kritu-mfy	Final expenditures of households - Percent Change - Nominal - Fiscal Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kritu-mg	Final expenditures of households - Percent Change - Nominal - Original Series (Year-over-Year) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kritu-mk	Final expenditures of households - Percent Change - Nominal - Seasonally Adjusted Series (Quarter-to-Quarter) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kshotoku-cy	Compensation of Employees - Level and Percent Change - Calendar Year	4
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kshotoku-fy	Compensation of Employees - Level and Percent Change - Fiscal Year	4
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	kshotoku-q	Compensation of Employees - Level and Percent Change - Quarterly	8
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	nkiyo-jk	GDP (expenditure approach) and its components - Contributions to Percent Change in GDP - Real - Seasonally Adjusted Series (Quarter-to-Quarter - Annualized) - Quarterly	18
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	nritu-jk	GDP (expenditure approach) and its components - Percent Change - Real - Seasonally Adjusted Series (Quarter-to-Quarter - Annualized) - Quarterly	19
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	nritu-mk	GDP (expenditure approach) and its components - Percent Change - Nominal - Seasonally Adjusted Series (Quarter-to-Quarter - Annualized) - Quarterly	19
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	rdef-cy	GDP (expenditure approach) and its components - Deflators - Percent change - Calendar Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	rdef-fy	GDP (expenditure approach) and its components - Deflators - Percent change - Fiscal Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	rdef-qg	GDP (expenditure approach) and its components - Deflators - Percent change - Original Series (Year-over-Year) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	rdef-qk	GDP (expenditure approach) and its components - Deflators - Percent change - Seasonally Adjusted Series (Quarter-to-Quarter) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	ritu-jcy	GDP (expenditure approach) and its components - Percent Change - Real - Calendar Year	24
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	ritu-jfy	GDP (expenditure approach) and its components - Percent Change - Real - Fiscal Year	24
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	ritu-jg	GDP (expenditure approach) and its components - Percent Change - Real - Original Series (Year-over-Year) - Quarterly	24
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	ritu-jk	GDP (expenditure approach) and its components - Percent Change - Real - Seasonally Adjusted Series (Quarter-to-Quarter) - Quarterly	24
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	ritu-mcy	GDP (expenditure approach) and its components - Percent Change - Nominal - Calendar Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	ritu-mfy	GDP (expenditure approach) and its components - Percent Change - Nominal - Fiscal Year	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	ritu-mg	GDP (expenditure approach) and its components - Percent Change - Nominal - Original Series (Year-over-Year) - Quarterly	22
ESRI	Economic and Social Research Institute, Cabinet Office, Government of Japan	ritu-mk	GDP (expenditure approach) and its components - Percent Change - Nominal - Seasonally Adjusted Series (Quarter-to-Quarter) - Quarterly	22
FH	Freedom House	CTRS	Country and Territory Ratings and Statuses	462
FH	Freedom House	FIW	All data, Freedom in the world since 2013	8268
FHFA	Federal Housing Finance Agency	HPI	House Price Index	1103
FHFA	Federal Housing Finance Agency	MIRS	Monthly Interest Rate Survey	1
Franc-zone	Statistic on zone franc member countries	FRANCZONE	Statistical series of member countries from monetary cooperation Africa-France	254
GGDC	Groningen Growth and Development Center, University of Groningen	penn10	Penn World Table 10.0	7869
ICE	Intercontinental Exchange	DUTCH_TTF_GAS_FUTURES	Dutch TTF Gas Futures	82
INDEC	Instituto Nacional de Estadistica y Censos	cin_I.14	Cuadro 14: Detalle de balanza de pagos por componentes normalizados y SDMX	170
INDEC	Instituto Nacional de Estadistica y Censos	cin_I.18	Cuadro18: Detalle de la Posición de Inversión Internacional (PII) a fin de periodo clasificada por componentes normalizados y SDMX, a valor de mercado	170
INDEC	Instituto Nacional de Estadistica y Censos	cin_I.19	Cuadro 19: Detalle de la Posición de Inversión Internacional (PII) a fin de periodo clasificada por componentes normalizados y SDMX, a valor nominal	168
INDEC	Instituto Nacional de Estadistica y Censos	expindices	Índices de valor, precio y cantidad, de las exportaciones, importaciones, y términos del intercambio, base 2004=100. Años 1986-2023	7
INDEC	Instituto Nacional de Estadistica y Censos	expodercompra	Poder de compra de las exportaciones y efecto de los términos del intercambio, base 2004=100. Años 1986-2023	4
INDEC	Instituto Nacional de Estadistica y Censos	indicesexpgr	Índices de valor, precio y cantidad de las exportaciones por grandes rubros, base 2004=100. Años 1986-2023	15
